uid,location,age,gender,reg_channel,reg_date,outcome
6915,8,29,female,9,2009-10-05,0
6916,5,23,male,3,2014-08-21,1
6917,4,0,,9,2012-04-23,1
6918,22,24,male,9,2014-09-09,1
6919,4,41,female,3,2014-10-10,1
6920,1,0,,7,2013-03-07,0
6921,15,28,female,9,2010-03-27,1
6922,12,40,male,9,2010-06-30,0
6923,22,33,female,9,2007-07-09,1
6924,9,23,female,9,2008-02-27,0
6925,1,0,,7,2011-12-28,1
6926,9,19,male,3,2013-12-13,0
6927,1,0,,7,2014-03-07,0
6928,17,26,female,9,2014-03-25,1
6929,5,30,male,3,2015-07-05,1
6930,22,19,female,3,2012-10-16,0
6931,5,24,male,9,2013-01-07,1
6932,1,0,,7,2016-06-05,0
6933,4,25,male,9,2006-03-02,0
6934,1,0,,7,2017-01-09,0
6935,4,32,male,9,2011-08-24,0
6936,1,0,,7,2016-01-14,0
6937,13,31,male,4,2016-02-15,1
6938,1,0,,9,2016-03-05,0
6939,1,0,,7,2013-06-27,0
6940,1,0,,7,2015-11-23,0
6941,1,0,,7,2016-04-09,0
6942,6,37,,4,2016-04-11,1
6943,1,0,,9,2016-09-29,1
6944,1,0,,9,2015-01-20,1
6945,1,0,,7,2016-02-03,0
6946,1,0,,7,2015-11-29,0
6947,5,38,female,4,2016-10-02,1
6948,1,0,,7,2016-10-12,0
6949,1,0,,7,2010-11-04,0
6950,9,36,male,9,2014-01-03,1
6951,4,27,male,7,2013-02-16,1
6952,1,0,,9,2014-11-08,1
6953,4,19,male,4,2016-08-15,1
6954,1,0,,13,2016-09-03,1
6955,1,0,,7,2016-02-03,0
6956,15,32,male,3,2014-12-10,1
6957,13,24,female,4,2015-12-27,0
6958,1,0,,7,2016-01-07,0
6959,1,0,,7,2015-07-09,0
6960,1,0,,4,2016-10-02,0
6961,11,0,male,3,2013-04-23,1
6962,14,29,female,9,2010-08-09,1
6963,13,28,male,9,2010-10-23,0
6964,10,29,female,7,2010-12-01,0
6965,1,0,,9,2016-10-23,0
6966,1,0,,7,2016-01-21,0
6967,1,0,,7,2016-01-09,1
6968,1,0,,7,2016-01-12,1
6969,1,0,,7,2016-09-02,0
6970,13,40,male,4,2016-09-19,1
6971,15,40,male,9,2012-08-09,0
6972,13,28,female,3,2016-02-21,0
6973,1,0,,7,2016-02-25,1
6974,15,35,female,9,2008-06-19,0
6975,1,0,,9,2017-01-02,1
6976,1,0,,7,2016-02-15,0
6977,1,0,,7,2017-01-24,0
6978,1,0,,4,2017-01-25,1
6979,22,0,,4,2017-01-26,1
6980,15,28,female,9,2007-12-02,1
6981,15,38,female,9,2007-12-25,1
6982,15,21,male,3,2012-02-21,1
6983,5,52,female,3,2014-12-24,0
6984,1,0,,7,2016-03-06,1
6985,15,19,male,7,2012-03-30,0
6986,1,0,,7,2014-08-09,0
6987,1,0,,7,2016-02-18,1
6988,4,31,male,7,2016-03-04,0
6989,1,0,,4,2016-03-06,0
6990,1,0,,7,2015-11-06,0
6991,4,35,female,9,2011-08-24,0
6992,1,0,,7,2015-12-28,0
6993,1,0,,7,2016-02-14,1
6994,1,0,,4,2016-02-14,1
6995,13,0,,4,2016-01-03,1
6996,15,22,male,9,2016-01-12,1
6997,1,0,,7,2016-10-05,0
6998,5,23,male,4,2016-10-20,1
6999,1,0,,7,2016-10-23,1
7000,1,0,,7,2013-12-09,0
7001,5,25,male,7,2016-02-05,0
7002,1,0,,7,2015-09-05,0
7003,6,20,male,9,2015-09-06,1
7004,5,27,,9,2014-12-28,0
7005,1,0,,7,2015-08-31,0
7006,13,27,female,3,2013-06-01,0
7007,22,16,male,3,2015-08-16,1
7008,15,19,male,3,2015-08-27,0
7009,1,0,,7,2016-02-20,1
7010,1,0,,9,2016-01-14,1
7011,22,0,,4,2015-11-04,1
7012,13,0,,9,2014-11-01,0
7013,1,0,,7,2014-01-11,0
7014,13,27,female,3,2014-01-14,1
7015,5,21,male,9,2010-09-26,0
7016,1,0,,9,2014-09-26,0
7017,5,24,female,9,2007-06-08,1
7018,5,42,male,4,2016-10-21,1
7019,13,21,female,9,2010-09-11,1
7020,1,0,,7,2010-10-13,0
7021,14,36,male,7,2010-10-31,1
7022,1,0,,7,2010-12-15,0
7023,4,30,female,7,2013-10-01,0
7024,1,0,,7,2012-04-22,0
7025,6,27,female,4,2015-12-19,1
7026,12,27,female,9,2004-07-14,0
7027,5,27,female,9,2004-11-12,1
7028,4,39,female,3,2013-10-27,0
7029,1,0,,7,2013-10-29,0
7030,1,0,,7,2016-01-08,0
7031,1,0,,9,2014-06-04,1
7032,1,0,,7,2014-06-08,0
7033,4,47,male,3,2014-01-22,1
7034,1,0,,7,2013-11-14,1
7035,5,32,male,9,2016-01-03,1
7036,22,24,male,7,2015-08-21,0
7037,14,32,male,7,2013-04-27,0
7038,22,33,male,9,2004-07-28,1
7039,22,63,male,9,2004-12-15,0
7040,1,0,,7,2016-12-18,0
7041,13,22,male,3,2014-02-18,1
7042,1,0,,7,2013-01-07,0
7043,1,0,,3,2013-01-11,1
7044,1,0,,7,2012-02-26,1
7045,17,24,male,3,2012-03-05,0
7046,4,31,male,3,2012-05-06,0
7047,1,0,,7,2012-06-02,1
7048,1,0,,7,2015-12-19,1
7049,1,0,,13,2016-11-16,1
7050,8,24,female,9,2012-12-20,0
7051,1,0,,3,2012-12-31,0
7052,10,21,male,3,2012-12-31,1
7053,15,0,,3,2014-06-19,0
7054,1,0,,7,2015-07-26,0
7055,13,25,female,9,2011-01-03,1
7056,5,29,female,9,2011-01-13,0
7057,1,0,,7,2015-08-16,1
7058,1,0,,9,2016-12-29,1
7059,1,48,male,4,2016-08-07,1
7060,4,0,,9,2015-08-05,1
7061,9,25,female,9,2006-11-13,0
7062,14,0,male,9,2016-05-23,1
7063,22,26,female,7,2016-05-26,0
7064,1,0,,4,2016-08-23,1
7065,1,0,,4,2016-11-26,1
7066,1,0,,7,2016-08-12,0
7067,1,0,,4,2016-08-18,1
7068,1,0,,7,2016-08-20,0
7069,1,0,,4,2016-09-15,0
7070,13,43,female,7,2011-07-02,0
7071,13,39,male,9,2014-11-11,1
7072,3,29,female,9,2015-03-14,1
7073,8,0,,4,2016-09-01,1
7074,13,0,,7,2014-09-25,0
7075,11,41,female,9,2014-09-28,1
7076,1,0,,7,2016-07-16,0
7077,4,27,female,9,2012-08-25,1
7078,5,18,male,3,2013-10-01,1
7079,1,0,,7,2012-08-20,1
7080,9,0,,9,2015-02-15,0
7081,1,0,,9,2016-07-18,0
7082,5,41,male,3,2016-07-26,1
7083,1,0,,7,2016-07-30,0
7084,1,0,,7,2016-12-23,0
7085,6,24,,7,2013-07-19,0
7086,5,26,male,7,2016-12-17,0
7087,1,0,,7,2017-01-01,0
7088,15,20,male,3,2017-01-07,1
7089,1,0,,9,2017-01-27,1
7090,13,48,female,9,2013-10-16,1
7091,13,27,female,7,2013-11-02,0
7092,1,0,,7,2016-02-11,1
7093,1,0,,7,2016-02-13,0
7094,1,0,,7,2016-02-25,1
7095,12,23,male,3,2015-08-29,1
7096,1,0,,7,2013-05-28,1
7097,1,0,,7,2013-06-18,1
7098,5,23,male,3,2015-08-27,1
7099,1,0,,9,2017-01-27,1
7100,1,20,female,3,2014-08-19,1
7101,12,51,male,9,2014-09-07,0
7102,13,28,female,4,2016-10-05,0
7103,1,0,,4,2016-10-12,1
7104,1,0,,4,2016-10-14,0
7105,1,0,,4,2016-10-28,1
7106,4,37,male,7,2010-06-24,0
7107,4,53,female,9,2010-09-07,1
7108,13,27,male,9,2010-10-25,0
7109,1,0,,7,2013-10-26,1
7110,1,0,,3,2013-12-12,1
7111,15,26,male,9,2008-12-27,0
7112,1,0,,4,2016-11-05,1
7113,1,0,,7,2014-01-30,0
7114,22,0,,3,2013-06-04,1
7115,1,0,,7,2013-06-08,0
7116,13,25,female,9,2015-08-18,1
7117,1,20,female,3,2015-09-08,1
7118,4,25,female,3,2014-12-14,0
7119,15,26,male,3,2015-01-07,1
7120,1,0,,7,2014-11-03,0
7121,4,52,male,9,2014-11-22,0
7122,1,0,,7,2015-10-21,0
7123,13,0,,9,2014-10-04,0
7124,1,0,,7,2014-10-08,0
7125,15,24,female,3,2014-10-09,1
7126,14,29,female,9,2013-01-12,1
7127,1,0,,7,2014-05-05,1
7128,14,20,male,3,2013-01-17,1
7129,1,0,,7,2015-04-20,0
7130,1,20,male,3,2016-08-10,1
7131,1,0,,3,2013-10-05,1
7132,1,0,,7,2012-02-03,0
7133,4,24,male,7,2012-02-08,0
7134,4,18,male,4,2016-04-30,1
7135,1,0,,7,2016-05-12,0
7136,4,51,female,9,2008-11-25,0
7137,9,21,female,3,2013-10-04,1
7138,1,0,,4,2016-07-18,1
7139,13,0,,7,2014-07-17,1
7140,1,0,,7,2015-12-30,1
7141,13,0,,4,2015-12-31,1
7142,4,24,male,3,2015-10-18,1
7143,1,0,,7,2016-02-29,0
7144,1,0,,7,2015-11-06,0
7145,6,24,female,3,2012-08-05,1
7146,5,45,female,9,2012-08-09,1
7147,21,26,male,3,2012-09-02,1
7148,4,31,female,9,2012-09-12,0
7149,1,0,,9,2015-01-24,1
7150,1,0,,3,2013-12-15,1
7151,1,0,,7,2015-11-06,0
7152,1,0,,7,2016-02-14,0
7153,5,21,male,3,2016-07-25,0
7154,13,22,female,9,2015-05-28,1
7155,1,0,,7,2013-02-03,0
7156,1,0,,7,2013-10-10,0
7157,1,0,,3,2013-10-23,1
7158,1,0,,3,2013-11-05,1
7159,1,0,,7,2015-09-10,1
7160,22,29,male,3,2016-02-21,1
7161,13,29,male,9,2010-06-10,0
7162,12,18,male,9,2014-10-13,1
7163,1,0,,9,2015-02-26,1
7164,1,0,,7,2014-04-21,0
7165,3,20,male,4,2016-09-23,1
7166,1,0,,7,2016-09-26,0
7167,1,0,,9,2016-09-29,1
7168,5,24,female,3,2012-11-05,0
7169,1,0,,4,2016-08-27,1
7170,1,0,,7,2016-10-25,1
7171,1,0,,7,2016-02-04,0
7172,10,39,female,9,2008-05-26,1
7173,1,17,male,3,2017-01-02,1
7174,1,0,,7,2017-01-03,0
7175,13,27,female,9,2016-07-22,0
7176,8,30,male,9,2016-08-21,1
7177,1,0,,7,2016-08-29,0
7178,1,0,,3,2013-11-17,1
7179,1,0,,3,2013-12-02,1
7180,13,23,male,9,2015-05-16,0
7181,1,0,,7,2014-12-06,0
7182,1,0,,7,2010-05-15,1
7183,14,31,female,9,2010-06-29,1
7184,1,0,,7,2013-11-04,0
7185,1,0,,7,2016-01-04,0
7186,13,25,male,3,2013-12-29,0
7187,22,29,male,3,2013-08-07,0
7188,5,22,male,4,2015-12-18,1
7189,1,0,,7,2015-12-19,0
7190,5,21,male,7,2016-05-31,1
7191,1,0,,7,2014-08-08,0
7192,1,0,,7,2016-01-22,0
7193,1,0,,7,2016-02-03,0
7194,22,20,male,9,2013-07-04,1
7195,1,0,,7,2013-07-10,0
7196,1,0,,7,2015-08-18,0
7197,13,26,female,9,2013-11-18,0
7198,13,51,male,3,2012-07-12,1
7199,15,27,male,3,2012-09-07,0
7200,1,17,,4,2016-09-06,1
7201,1,0,,4,2016-09-23,1
7202,1,0,,7,2014-11-09,1
7203,13,31,female,9,2005-11-08,1
7204,22,28,male,9,2006-12-28,1
7205,11,39,male,9,2006-01-01,0
7206,1,0,,7,2016-10-12,0
7207,18,18,male,9,2014-05-18,1
7208,1,0,,7,2016-01-19,1
7209,1,0,,9,2016-01-12,0
7210,12,22,female,9,2013-03-30,1
7211,1,0,,7,2015-09-21,0
7212,22,33,female,3,2015-10-06,1
7213,1,0,,7,2015-10-07,0
7214,22,32,male,9,2009-04-01,0
7215,1,0,,9,2014-05-26,1
7216,18,26,male,7,2015-07-06,0
7217,15,0,,4,2016-06-10,0
7218,14,20,male,3,2011-12-10,0
7219,18,22,male,7,2017-01-21,0
7220,1,0,,4,2016-05-14,1
7221,1,0,,7,2015-07-20,1
7222,6,30,female,9,2006-03-05,0
7223,1,0,,7,2014-05-18,0
7224,1,0,,7,2014-06-12,0
7225,6,22,female,9,2014-06-17,1
7226,9,24,male,3,2012-05-10,0
7227,6,31,,9,2015-05-03,0
7228,8,19,female,9,2015-04-19,0
7229,8,29,male,9,2006-12-24,0
7230,10,32,male,9,2010-01-09,0
7231,12,29,female,9,2010-03-06,1
7232,1,0,,3,2013-01-27,1
7233,1,0,,7,2013-02-14,0
7234,8,20,male,9,2015-03-24,1
7235,1,0,,7,2011-12-21,0
7236,6,31,female,9,2007-06-24,1
7237,1,0,,7,2011-01-20,0
7238,1,0,,7,2016-12-01,1
7239,1,0,,7,2016-09-24,0
7240,1,0,,7,2013-11-21,0
7241,1,0,,7,2016-08-29,0
7242,1,0,,9,2016-09-03,1
7243,1,0,,7,2016-09-19,0
7244,1,0,,4,2016-10-03,1
7245,1,0,,7,2016-05-29,0
7246,6,31,male,9,2007-08-19,1
7247,1,0,,4,2016-01-29,1
7248,4,23,female,9,2016-10-23,1
7249,5,45,male,9,2006-06-10,0
7250,13,31,male,9,2010-08-25,0
7251,1,0,,7,2016-05-03,0
7252,5,24,male,3,2012-10-13,1
7253,17,29,male,3,2012-12-30,0
7254,1,0,,7,2016-05-26,0
7255,5,35,female,4,2016-06-26,0
7256,1,0,female,4,2016-06-29,1
7257,1,0,,7,2012-12-13,1
7258,5,25,male,3,2015-03-06,1
7259,13,40,female,3,2015-03-08,1
7260,22,28,,9,2011-03-18,1
7261,6,25,female,9,2010-08-29,1
7262,13,26,female,9,2010-09-09,1
7263,4,25,female,7,2013-09-30,0
7264,7,19,male,9,2012-07-01,1
7265,6,32,male,9,2011-10-07,0
7266,14,21,male,9,2014-10-27,0
7267,22,24,male,3,2014-11-03,1
7268,1,0,,7,2011-11-04,0
7269,8,38,male,9,2007-07-10,1
7270,22,37,male,9,2007-09-07,0
7271,1,0,,4,2016-07-03,1
7272,14,37,female,9,2013-03-27,1
7273,18,21,male,3,2015-09-01,1
7274,1,0,,7,2013-05-05,0
7275,1,0,,7,2015-01-05,0
7276,1,0,,7,2017-01-21,0
7277,1,0,,7,2017-01-25,0
7278,1,0,,7,2017-01-27,0
7279,1,0,,4,2016-10-01,1
7280,22,33,male,4,2016-10-21,0
7281,18,26,male,9,2008-03-14,1
7282,1,21,male,3,2015-05-18,1
7283,9,0,,4,2016-10-09,0
7284,1,0,,7,2013-02-06,1
7285,1,0,,7,2013-02-26,1
7286,4,21,female,3,2015-08-19,1
7287,1,0,,7,2015-08-26,0
7288,1,0,,7,2015-09-05,1
7289,1,0,,7,2016-02-15,1
7290,1,0,,7,2016-02-25,0
7291,6,0,,4,2016-01-13,1
7292,9,32,female,7,2011-06-22,1
7293,1,0,,4,2015-11-29,1
7294,1,0,,7,2015-11-30,0
7295,1,0,,7,2015-12-01,0
7296,18,0,,3,2013-12-24,1
7297,6,16,male,3,2013-06-03,1
7298,4,23,male,7,2014-08-24,0
7299,1,0,,7,2014-04-20,0
7300,14,0,,4,2016-03-27,1
7301,9,22,female,9,2006-01-14,0
7302,1,0,,7,2016-06-30,0
7303,1,0,,7,2016-02-05,1
7304,1,0,,7,2016-02-09,1
7305,1,0,,7,2016-02-20,1
7306,1,0,,7,2015-08-15,0
7307,1,0,,7,2015-09-11,0
7308,1,0,,7,2015-09-16,1
7309,15,21,male,9,2016-01-29,1
7310,1,0,,7,2016-05-05,0
7311,1,0,,7,2016-01-26,1
7312,1,0,,7,2016-02-04,0
7313,6,19,female,3,2012-08-17,1
7314,4,27,male,3,2012-10-27,0
7315,14,45,female,7,2012-12-23,0
7316,1,0,,7,2016-02-23,1
7317,5,25,,9,2016-02-28,0
7318,1,0,,4,2016-03-13,1
7319,15,0,,4,2016-03-01,0
7320,1,0,,7,2016-10-01,0
7321,13,20,female,9,2016-10-10,1
7322,1,0,,7,2016-01-23,0
7323,1,0,,7,2013-06-24,1
7324,1,0,,7,2016-12-14,0
7325,4,20,male,9,2007-11-22,1
7326,5,44,male,9,2008-02-17,1
7327,1,0,,4,2016-08-30,1
7328,5,18,male,4,2016-09-26,1
7329,15,0,,4,2016-10-02,1
7330,1,0,,7,2016-02-21,1
7331,1,0,,7,2016-03-01,1
7332,1,0,,7,2016-03-07,1
7333,18,34,male,3,2015-01-22,1
7334,1,0,,7,2015-07-06,0
7335,1,0,,7,2015-08-10,0
7336,5,0,,9,2014-12-18,0
7337,22,23,female,9,2015-01-02,1
7338,1,0,,3,2013-08-22,1
7339,13,23,female,3,2013-09-25,1
7340,1,0,,7,2014-01-23,1
7341,1,0,,9,2016-08-04,0
7342,14,17,male,3,2013-06-01,1
7343,1,0,,7,2015-03-27,0
7344,4,20,female,4,2015-12-19,1
7345,1,0,,3,2013-11-07,1
7346,4,30,male,3,2013-11-24,1
7347,15,20,female,9,2013-10-26,0
7348,6,25,female,3,2013-10-27,0
7349,13,0,female,3,2013-12-15,0
7350,5,0,,3,2013-12-29,0
7351,3,30,female,9,2010-11-05,0
7352,1,0,,7,2015-09-24,0
7353,1,0,,4,2016-12-07,1
7354,1,0,,7,2016-08-29,0
7355,22,20,male,4,2016-09-04,1
7356,1,0,,7,2016-09-17,0
7357,1,0,,9,2017-01-31,1
7358,1,0,,7,2016-04-01,0
7359,6,21,female,9,2016-04-19,1
7360,1,0,,7,2011-10-23,1
7361,14,26,male,9,2016-01-09,1
7362,8,16,female,4,2016-01-11,1
7363,1,0,,7,2016-01-11,1
7364,4,22,male,9,2016-01-17,1
7365,13,23,female,9,2010-07-28,0
7366,5,47,female,7,2010-10-22,0
7367,5,22,male,9,2012-04-15,1
7368,1,0,,9,2017-01-31,1
7369,1,0,,7,2012-02-23,1
7370,1,0,,3,2014-01-27,0
7371,15,0,,9,2014-11-02,1
7372,5,41,male,9,2008-04-09,1
7373,1,0,male,3,2014-12-24,1
7374,1,0,,7,2013-04-16,0
7375,1,0,,7,2013-06-07,0
7376,13,30,male,7,2013-07-04,1
7377,1,0,,7,2013-06-28,1
7378,13,24,female,7,2016-01-24,1
7379,1,0,,7,2015-10-13,0
7380,5,46,male,9,2006-08-09,0
7381,13,27,male,9,2006-09-05,1
7382,6,29,male,9,2006-09-20,1
7383,1,0,,7,2012-01-18,0
7384,22,32,male,9,2012-01-21,0
7385,4,39,male,9,2012-01-31,1
7386,1,0,,7,2012-02-22,1
7387,5,31,female,9,2010-07-05,0
7388,4,50,male,9,2010-08-06,1
7389,1,0,,7,2017-01-04,0
7390,5,17,female,3,2015-07-31,1
7391,5,16,female,3,2015-08-05,1
7392,1,0,,9,2015-08-11,1
7393,22,34,male,9,2008-03-17,1
7394,4,35,male,9,2009-01-03,1
7395,1,0,,9,2014-12-27,1
7396,1,0,,7,2016-09-02,0
7397,13,39,female,3,2013-09-11,1
7398,13,31,male,7,2010-09-20,0
7399,1,0,,7,2010-09-20,1
7400,1,0,,7,2015-09-15,0
7401,12,0,,9,2014-12-09,1
7402,4,21,male,7,2015-04-07,1
7403,4,24,male,3,2015-09-22,0
7404,1,0,female,7,2014-03-12,0
7405,4,0,,9,2015-12-04,0
7406,15,26,male,3,2015-12-15,0
7407,13,54,male,9,2008-12-31,0
7408,13,24,male,7,2013-03-08,0
7409,5,39,female,9,2015-02-10,1
7410,1,0,,7,2015-03-03,1
7411,1,0,,9,2015-03-09,1
7412,13,25,male,3,2013-02-03,0
7413,1,0,,7,2015-10-16,0
7414,1,0,,4,2016-02-02,1
7415,1,0,,7,2016-02-20,1
7416,13,23,male,9,2016-10-19,1
7417,13,25,male,3,2014-01-15,1
7418,1,0,,7,2016-01-07,1
7419,5,40,female,9,2013-05-29,1
7420,1,0,,7,2015-08-27,0
7421,1,0,,7,2014-09-02,1
7422,5,22,female,3,2015-11-08,0
7423,1,0,,7,2016-01-31,1
7424,21,15,male,9,2016-02-07,1
7425,4,18,male,9,2015-09-09,1
7426,6,23,male,3,2015-10-02,0
7427,5,36,female,9,2011-06-28,1
7428,1,0,,7,2013-01-06,1
7429,1,0,,7,2014-01-05,0
7430,1,0,,7,2015-12-30,0
7431,13,36,female,7,2013-03-14,1
7432,13,28,female,9,2015-06-29,1
7433,1,0,,7,2015-07-16,0
7434,13,32,,9,2016-02-15,1
7435,1,0,,7,2016-02-15,0
7436,13,27,male,9,2006-03-25,1
7437,1,0,,7,2014-01-03,0
7438,1,0,,7,2014-01-30,0
7439,1,0,,7,2015-10-03,1
7440,4,0,female,9,2016-09-16,0
7441,13,38,male,3,2013-02-16,1
7442,4,41,female,7,2013-02-18,1
7443,1,0,,9,2016-05-09,1
7444,1,0,,7,2014-11-15,0
7445,1,0,,7,2016-02-03,0
7446,13,26,female,7,2015-10-12,0
7447,1,0,,7,2016-03-12,0
7448,5,26,female,9,2007-11-09,1
7449,5,18,female,4,2015-11-04,1
7450,1,0,,7,2013-12-13,0
7451,1,0,,7,2013-06-21,1
7452,1,0,,7,2013-07-02,0
7453,1,0,,9,2015-08-16,1
7454,1,0,,7,2015-08-21,0
7455,1,0,,7,2016-02-08,0
7456,5,22,female,7,2016-02-15,0
7457,1,0,,7,2016-02-23,1
7458,1,0,,7,2015-09-15,0
7459,13,0,,7,2015-09-16,1
7460,1,0,,7,2015-09-21,1
7461,14,20,male,7,2016-03-01,1
7462,1,0,,7,2016-03-06,0
7463,13,18,female,9,2016-03-17,0
7464,1,0,,4,2016-03-06,1
7465,13,25,male,9,2013-01-20,0
7466,6,0,,4,2016-01-03,0
7467,1,19,male,4,2016-01-10,0
7468,1,0,,7,2016-01-22,1
7469,13,22,female,3,2013-02-23,0
7470,1,0,,7,2015-11-13,0
7471,1,0,,7,2016-06-17,0
7472,1,0,,7,2015-10-26,1
7473,22,26,male,3,2015-10-28,1
7474,6,0,,4,2015-12-20,1
7475,6,35,male,9,2007-06-21,1
7476,1,0,,7,2010-07-12,0
7477,1,0,,7,2016-12-22,0
7478,1,0,,7,2017-01-26,0
7479,8,21,male,9,2009-06-29,1
7480,15,0,,4,2016-03-31,0
7481,1,0,,7,2010-10-22,1
7482,1,0,,7,2012-01-11,0
7483,1,0,,7,2015-07-24,0
7484,1,0,,9,2015-03-25,1
7485,10,29,male,9,2010-04-30,0
7486,1,0,,7,2013-09-25,0
7487,1,0,,7,2010-05-25,0
7488,1,0,,7,2016-07-19,0
7489,1,0,,7,2016-08-04,0
7490,13,43,male,9,2007-03-25,1
7491,1,0,,7,2011-11-24,0
7492,1,0,,4,2016-08-22,0
7493,14,39,female,4,2016-08-22,1
7494,1,0,,7,2016-08-25,0
7495,1,0,,7,2016-03-02,1
7496,1,0,,7,2016-03-10,1
7497,4,27,male,9,2008-05-10,0
7498,5,0,male,3,2014-12-27,1
7499,12,67,male,9,2013-02-17,1
7500,1,0,,7,2016-10-28,0
7501,13,25,female,9,2016-01-09,1
7502,1,0,,7,2016-01-18,0
7503,1,0,,7,2016-01-22,0
7504,1,0,,7,2016-02-04,1
7505,1,0,,7,2016-02-04,0
7506,6,17,male,3,2012-06-23,1
7507,3,22,female,9,2012-02-19,1
7508,5,32,female,3,2013-06-27,0
7509,1,0,,9,2016-03-13,1
7510,4,25,male,3,2016-03-16,1
7511,13,34,male,7,2011-08-01,0
7512,1,0,,7,2015-07-18,0
7513,15,29,,9,2015-07-23,0
7514,15,24,male,7,2016-02-13,1
7515,1,0,,7,2016-02-17,1
7516,13,29,female,3,2013-10-16,1
7517,13,27,male,9,2008-05-07,1
7518,4,49,female,9,2008-05-29,1
7519,1,27,female,3,2015-07-19,1
7520,11,21,female,4,2016-11-10,1
7521,4,0,,4,2016-12-16,1
7522,1,0,,7,2016-01-12,1
7523,1,0,,7,2016-01-15,0
7524,15,23,female,9,2008-04-25,0
7525,4,18,male,9,2016-03-09,1
7526,3,33,male,3,2013-07-05,0
7527,4,23,male,3,2015-09-06,1
7528,1,0,,7,2015-10-04,1
7529,13,18,male,3,2013-03-20,0
7530,1,0,,7,2011-04-30,0
7531,5,24,male,3,2014-03-28,1
7532,1,0,,7,2016-07-30,0
7533,13,23,female,3,2016-09-08,1
7534,5,17,female,7,2016-03-27,0
7535,10,22,female,9,2010-11-03,1
7536,13,0,,7,2010-11-14,1
7537,15,23,female,9,2008-10-04,1
7538,1,0,,7,2014-11-07,0
7539,10,23,female,3,2015-04-29,1
7540,1,0,,7,2015-09-18,0
7541,1,0,,7,2013-05-18,0
7542,1,0,,7,2013-06-14,0
7543,22,21,male,3,2013-06-15,1
7544,13,29,male,9,2015-09-03,0
7545,4,28,male,9,2005-11-03,0
7546,15,31,male,9,2011-10-23,1
7547,1,0,,9,2015-07-03,1
7548,4,17,male,3,2014-11-30,1
7549,1,0,,7,2016-10-13,0
7550,13,26,female,9,2013-09-09,0
7551,1,0,,7,2015-11-12,0
7552,1,0,,7,2016-07-16,0
7553,4,20,male,7,2016-07-31,1
7554,1,0,,7,2016-01-04,0
7555,1,0,,4,2016-01-12,1
7556,5,20,female,3,2016-01-17,0
7557,1,0,,9,2015-08-29,0
7558,1,0,,7,2016-02-11,0
7559,1,0,,7,2012-06-25,0
7560,5,42,female,9,2010-10-04,0
7561,3,17,female,4,2016-02-10,1
7562,5,30,male,7,2016-02-14,1
7563,1,0,,7,2016-02-15,1
7564,22,27,male,9,2008-12-25,1
7565,11,40,male,9,2009-03-05,0
7566,5,19,male,3,2015-02-18,1
7567,8,21,male,9,2015-03-01,1
7568,13,36,female,9,2015-03-13,1
7569,1,0,,7,2013-10-05,0
7570,1,0,,7,2016-03-10,0
7571,1,0,,7,2016-03-17,0
7572,6,33,male,3,2013-12-12,0
7573,5,32,female,3,2014-01-24,0
7574,1,0,,7,2013-05-18,1
7575,21,29,male,9,2013-06-27,0
7576,1,20,,9,2017-01-18,0
7577,15,24,male,4,2015-10-29,1
7578,1,0,,4,2016-03-07,1
7579,13,26,female,3,2014-12-22,0
7580,14,21,male,9,2015-08-27,1
7581,6,26,male,7,2016-06-17,0
7582,1,0,,7,2016-06-25,0
7583,1,0,,7,2014-06-05,0
7584,13,24,female,3,2013-04-05,0
7585,1,0,,7,2013-05-08,1
7586,4,33,male,7,2013-07-08,0
7587,5,24,female,9,2013-07-09,0
7588,13,0,,9,2015-08-21,1
7589,1,0,,7,2016-02-19,1
7590,1,0,,3,2014-07-25,1
7591,1,0,,7,2016-07-07,0
7592,1,0,,7,2015-09-07,0
7593,5,0,,9,2015-10-09,1
7594,13,34,female,3,2014-01-10,0
7595,4,28,male,3,2012-07-21,0
7596,8,40,male,7,2013-10-08,0
7597,5,46,female,7,2013-05-05,1
7598,4,28,male,9,2010-05-10,1
7599,15,29,male,9,2011-07-18,1
7600,8,15,female,4,2015-11-17,1
7601,15,19,male,9,2014-07-18,1
7602,1,0,,4,2016-07-25,1
7603,5,22,male,9,2011-07-10,1
7604,4,0,,7,2011-08-07,0
7605,1,0,,7,2015-09-10,0
7606,13,25,male,3,2015-09-18,0
7607,1,0,,7,2015-09-26,0
7608,1,20,,4,2016-09-07,1
7609,5,18,female,4,2016-10-22,0
7610,14,59,male,9,2015-02-04,0
7611,5,37,male,7,2014-10-24,0
7612,15,29,female,9,2015-12-16,1
7613,1,0,,7,2016-10-06,0
7614,1,0,,13,2016-10-20,0
7615,15,34,female,7,2016-02-16,1
7616,4,24,male,4,2016-02-23,1
7617,1,0,,4,2016-01-27,1
7618,13,27,female,9,2007-07-24,1
7619,22,29,female,9,2005-05-14,0
7620,22,41,male,3,2016-02-21,1
7621,1,0,,7,2016-01-16,1
7622,1,26,female,4,2016-02-24,1
7623,13,19,male,3,2014-11-30,0
7624,4,0,,9,2013-01-28,0
7625,7,22,female,9,2015-04-10,0
7626,13,22,female,9,2015-03-24,1
7627,13,39,female,9,2011-06-01,0
7628,1,0,,4,2015-11-22,1
7629,1,0,,7,2016-03-16,1
7630,1,0,,7,2014-06-06,0
7631,1,0,,7,2015-09-20,0
